Timestamp;Iteration;V;ADCval
1721381969.2434986;1;0.0;0
1721381969.2434986;2;0.0;0
1721381969.2434986;3;0.0;0
1721381969.2434986;4;0.0;0
1721381969.2434986;5;0.0;0
1721381969.2434986;6;0.0;0
1721381969.2434986;7;0.0;0
1721381969.2434986;8;0.0;0
1721381969.2434986;9;0.0;0
1721381971.2916536;1;0.000833472245374229;0
1721381971.2916536;2;0.000833472245374229;0
1721381971.2916536;3;0.000833472245374229;0
1721381971.2916536;4;0.000833472245374229;0
1721381971.2916536;5;0.000833472245374229;0
1721381971.2916536;6;0.000833472245374229;0
1721381971.2916536;7;0.000833472245374229;0
1721381971.2916536;8;0.000833472245374229;0
1721381971.2916536;9;0.000833472245374229;0
1721381973.340207;1;0.001666944490748458;0
1721381973.340207;2;0.001666944490748458;0
1721381973.340207;3;0.001666944490748458;0
1721381973.340207;4;0.001666944490748458;0
1721381973.340207;5;0.001666944490748458;0
1721381973.340207;6;0.001666944490748458;0
1721381973.340207;7;0.001666944490748458;0
1721381973.340207;8;0.001666944490748458;0
1721381973.340207;9;0.001666944490748458;0
1721381975.3804386;1;0.002500416736122687;0
1721381975.3804386;2;0.002500416736122687;0
1721381975.3804386;3;0.002500416736122687;0
1721381975.3804386;4;0.002500416736122687;0
1721381975.3804386;5;0.002500416736122687;0
1721381975.3804386;6;0.002500416736122687;0
1721381975.3804386;7;0.002500416736122687;0
1721381975.3804386;8;0.002500416736122687;0
1721381975.3804386;9;0.002500416736122687;0
1721381977.41989;1;0.003333888981496916;0
1721381977.41989;2;0.003333888981496916;0
1721381977.41989;3;0.003333888981496916;0
1721381977.41989;4;0.003333888981496916;0
1721381977.41989;5;0.003333888981496916;0
1721381977.41989;6;0.003333888981496916;0
1721381977.41989;7;0.003333888981496916;0
1721381977.41989;8;0.003333888981496916;0
1721381977.41989;9;0.003333888981496916;0
1721381979.4642894;1;0.004167361226871145;0
1721381979.4642894;2;0.004167361226871145;0
1721381979.4642894;3;0.004167361226871145;0
1721381979.4642894;4;0.004167361226871145;0
1721381979.4642894;5;0.004167361226871145;0
1721381979.4642894;6;0.004167361226871145;0
1721381979.4642894;7;0.004167361226871145;0
1721381979.4642894;8;0.004167361226871145;0
1721381979.4642894;9;0.004167361226871145;0
1721381981.5076742;1;0.005000833472245374;0
1721381981.5076742;2;0.005000833472245374;0
1721381981.5076742;3;0.005000833472245374;0
1721381981.5076742;4;0.005000833472245374;0
1721381981.5076742;5;0.005000833472245374;0
1721381981.5076742;6;0.005000833472245374;0
1721381981.5076742;7;0.005000833472245374;0
1721381981.5076742;8;0.005000833472245374;0
1721381981.5076742;9;0.005000833472245374;0
1721381983.5520294;1;0.005834305717619603;0
1721381983.5520294;2;0.005834305717619603;0
1721381983.5520294;3;0.005834305717619603;0
1721381983.5520294;4;0.005834305717619603;0
1721381983.5520294;5;0.005834305717619603;0
1721381983.5520294;6;0.005834305717619603;0
1721381983.5520294;7;0.005834305717619603;0
1721381983.5520294;8;0.005834305717619603;0
1721381983.5520294;9;0.005834305717619603;0
1721381985.5959063;1;0.006667777962993832;0
1721381985.5959063;2;0.006667777962993832;0
1721381985.5959063;3;0.006667777962993832;0
1721381985.5959063;4;0.006667777962993832;0
1721381985.5959063;5;0.006667777962993832;0
1721381985.5959063;6;0.006667777962993832;0
1721381985.5959063;7;0.006667777962993832;0
1721381985.5959063;8;0.006667777962993832;0
1721381985.5959063;9;0.006667777962993832;0
1721381987.6355832;1;0.007501250208368061;0
1721381987.6355832;2;0.007501250208368061;0
1721381987.6355832;3;0.007501250208368061;0
1721381987.6355832;4;0.007501250208368061;0
1721381987.6355832;5;0.007501250208368061;0
1721381987.6355832;6;0.007501250208368061;0
1721381987.6355832;7;0.007501250208368061;0
1721381987.6355832;8;0.007501250208368061;0
