Timestamp;Iteration;f;ADCval
1721385811.4873855;9;15.998587196060582;177
1721385811.4873855;10;15.998587196060582;202
1721385811.4873855;11;15.998587196060582;195
1721385811.4873855;12;15.998587196060582;168
1721385811.4873855;13;15.998587196060582;157
1721385811.4873855;14;15.998587196060582;178
1721385811.4873855;15;15.998587196060582;203
1721385811.4873855;16;15.998587196060582;191
1721385811.4873855;17;15.998587196060582;165
1721385811.4873855;18;15.998587196060582;158
1721385811.4873855;19;15.998587196060582;182
1721385811.4873855;20;15.998587196060582;199
1721385811.4873855;21;15.998587196060582;186
1721385811.4873855;22;15.998587196060582;160
1721385811.4873855;23;15.998587196060582;162
1721385811.4873855;24;15.998587196060582;202
1721385811.4873855;25;15.998587196060582;186
1721385811.4873855;26;15.998587196060582;159
1721385811.4873855;27;15.998587196060582;169
1721385811.4873855;28;15.998587196060582;191
1721385811.4873855;29;15.998587196060582;203
1721385811.4873855;30;15.998587196060582;183
1721385811.4873855;31;15.998587196060582;157
1721385811.4873855;32;15.998587196060582;164
1721385811.4873855;33;15.998587196060582;193
1721385811.4873855;34;15.998587196060582;203
1721385811.4873855;35;15.998587196060582;179
1721385811.4873855;36;15.998587196060582;156
1721385811.4873855;37;15.998587196060582;168
1721385811.4873855;38;15.998587196060582;199
1721385811.4873855;39;15.998587196060582;202
1721385811.4873855;40;15.998587196060582;178
1721385811.4873855;41;15.998587196060582;157
1721385811.4873855;42;15.998587196060582;170
1721385811.4873855;43;15.998587196060582;198
1721385811.4873855;44;15.998587196060582;200
1721385811.4873855;45;15.998587196060582;173
1721385811.4873855;46;15.998587196060582;155
1721385811.4873855;47;15.998587196060582;178
1721385811.4873855;48;15.998587196060582;202
1721385811.4873855;49;15.998587196060582;177
1721385811.4873855;50;15.998587196060582;157
1721385811.4873855;51;15.998587196060582;179
1721385811.4873855;52;15.998587196060582;203
1721385811.4873855;53;15.998587196060582;191
1721385811.4873855;54;15.998587196060582;164
1721385811.4873855;55;15.998587196060582;158
1721385811.4873855;56;15.998587196060582;183
1721385811.4873855;57;15.998587196060582;202
1721385811.4873855;58;15.998587196060582;191
1721385811.4873855;59;15.998587196060582;162
1721385811.4873855;60;15.998587196060582;158
1721385811.4873855;61;15.998587196060582;184
1721385811.4873855;62;15.998587196060582;203
1721385811.4873855;63;15.998587196060582;188
1721385811.4873855;64;15.998587196060582;160
1721385811.4873855;65;15.998587196060582;162
1721385811.4873855;66;15.998587196060582;188
1721385811.4873855;67;15.998587196060582;202
1721385811.4873855;68;15.998587196060582;181
1721385811.4873855;69;15.998587196060582;158
1721385811.4873855;70;15.998587196060582;163
1721385811.4873855;71;15.998587196060582;197
1721385811.4873855;72;15.998587196060582;202
1721385811.4873855;73;15.998587196060582;181
1721385811.4873855;74;15.998587196060582;157
1721385811.4873855;75;15.998587196060582;167
1721385811.4873855;76;15.998587196060582;193
1721385811.4873855;77;15.998587196060582;201
1721385811.4873855;78;15.998587196060582;177
1721385811.4873855;79;15.998587196060582;156
1721385811.4873855;80;15.998587196060582;168
1721385811.4873855;81;15.998587196060582;196
1721385811.4873855;82;15.998587196060582;199
1721385811.4873855;83;15.998587196060582;174
1721385811.4873855;84;15.998587196060582;155
1721385811.4873855;85;15.998587196060582;173
1721385811.4873855;86;15.998587196060582;199
1721385811.4873855;87;15.998587196060582;198
1721385811.4873855;88;15.998587196060582;171
1721385811.4873855;89;15.998587196060582;155
1721385811.4873855;90;15.998587196060582;177
1721385811.4873855;91;15.998587196060582;200
1721385811.4873855;92;15.998587196060582;194
1721385811.4873855;93;15.998587196060582;167
1721385811.4873855;94;15.998587196060582;155
1721385811.4873855;95;15.998587196060582;180
1721385811.4873855;96;15.998587196060582;201
1721385811.4873855;97;15.998587196060582;193
1721385811.4873855;98;15.998587196060582;160
1721385811.4873855;99;15.998587196060582;156
1721385813.908469;1;20.235896477251575;157
1721385813.908469;2;20.235896477251575;160
1721385813.908469;3;20.235896477251575;187
1721385813.908469;4;20.235896477251575;204
1721385813.908469;5;20.235896477251575;188
1721385813.908469;6;20.235896477251575;162
1721385813.908469;7;20.235896477251575;159
1721385813.908469;8;20.235896477251575;186
1721385813.908469;9;20.235896477251575;204
1721385813.908469;10;20.235896477251575;189
1721385813.908469;11;20.235896477251575;160
1721385813.908469;12;20.235896477251575;161
1721385813.908469;13;20.235896477251575;195
1721385813.908469;14;20.235896477251575;204
1721385813.908469;15;20.235896477251575;185
1721385813.908469;16;20.235896477251575;157
1721385813.908469;17;20.235896477251575;187
1721385813.908469;18;20.235896477251575;201
1721385813.908469;19;20.235896477251575;176
1721385813.908469;20;20.235896477251575;164
1721385813.908469;21;20.235896477251575;197
1721385813.908469;22;20.235896477251575;201
1721385813.908469;23;20.235896477251575;176
1721385813.908469;24;20.235896477251575;155
1721385813.908469;25;20.235896477251575;170
1721385813.908469;26;20.235896477251575;198
1721385813.908469;27;20.235896477251575;200
1721385813.908469;28;20.235896477251575;175
1721385813.908469;29;20.235896477251575;155
1721385813.908469;30;20.235896477251575;178
1721385813.908469;31;20.235896477251575;200
1721385813.908469;32;20.235896477251575;194
1721385813.908469;33;20.235896477251575;166
1721385813.908469;34;20.235896477251575;166
1721385813.908469;35;20.235896477251575;183
1721385813.908469;36;20.235896477251575;202
1721385813.908469;37;20.235896477251575;193
1721385813.908469;38;20.235896477251575;162
1721385813.908469;39;20.235896477251575;159
1721385813.908469;40;20.235896477251575;182
1721385813.908469;41;20.235896477251575;202
1721385813.908469;42;20.235896477251575;191
1721385813.908469;43;20.235896477251575;164
1721385813.908469;44;20.235896477251575;158
1721385813.908469;45;20.235896477251575;183
1721385813.908469;46;20.235896477251575;203
1721385813.908469;47;20.235896477251575;190
1721385813.908469;48;20.235896477251575;157
1721385813.908469;49;20.235896477251575;163
1721385813.908469;50;20.235896477251575;193
1721385813.908469;51;20.235896477251575;203
1721385813.908469;52;20.235896477251575;181
1721385813.908469;53;20.235896477251575;155
1721385813.908469;54;20.235896477251575;163
1721385813.908469;55;20.235896477251575;191
1721385813.908469;56;20.235896477251575;202
1721385813.908469;57;20.235896477251575;174
1721385813.908469;58;20.235896477251575;156
1721385813.908469;59;20.235896477251575;167
1721385813.908469;60;20.235896477251575;194
1721385813.908469;61;20.235896477251575;201
1721385813.908469;62;20.235896477251575;177
1721385813.908469;63;20.235896477251575;156
1721385813.908469;64;20.235896477251575;171
1721385813.908469;65;20.235896477251575;198
1721385813.908469;66;20.235896477251575;199
1721385813.908469;67;20.235896477251575;174
1721385813.908469;68;20.235896477251575;155
1721385813.908469;69;20.235896477251575;173
1721385813.908469;70;20.235896477251575;200
1721385813.908469;71;20.235896477251575;197
1721385813.908469;72;20.235896477251575;163
1721385813.908469;73;20.235896477251575;156
1721385813.908469;74;20.235896477251575;176
1721385813.908469;75;20.235896477251575;200
1721385813.908469;76;20.235896477251575;191
1721385813.908469;77;20.235896477251575;166
1721385813.908469;78;20.235896477251575;156
1721385813.908469;79;20.235896477251575;179
1721385813.908469;80;20.235896477251575;202
1721385813.908469;81;20.235896477251575;191
1721385813.908469;82;20.235896477251575;163
1721385813.908469;83;20.235896477251575;157
1721385813.908469;84;20.235896477251575;183
1721385813.908469;85;20.235896477251575;203
1721385813.908469;86;20.235896477251575;188
1721385813.908469;87;20.235896477251575;160
1721385813.908469;88;20.235896477251575;159
1721385813.908469;89;20.235896477251575;186
1721385813.908469;90;20.235896477251575;203
1721385813.908469;91;20.235896477251575;177
1721385813.908469;92;20.235896477251575;157
1721385813.908469;93;20.235896477251575;163
1721385813.908469;94;20.235896477251575;190
1721385813.908469;95;20.235896477251575;201
1721385813.908469;96;20.235896477251575;181
1721385813.908469;97;20.235896477251575;156
1721385813.908469;98;20.235896477251575;164
1721385813.908469;99;20.235896477251575;194
1721385816.3331335;1;25.59547922699536;159
1721385816.3331335;2;25.59547922699536;164
1721385816.3331335;3;25.59547922699536;193
1721385816.3331335;4;25.59547922699536;203
1721385816.3331335;5;25.59547922699536;178
1721385816.3331335;6;25.59547922699536;157
1721385816.3331335;7;25.59547922699536;166
1721385816.3331335;8;25.59547922699536;196
1721385816.3331335;9;25.59547922699536;201
1721385816.3331335;10;25.59547922699536;178
1721385816.3331335;11;25.59547922699536;157
1721385816.3331335;12;25.59547922699536;174
1721385816.3331335;13;25.59547922699536;202
1721385816.3331335;14;25.59547922699536;197
1721385816.3331335;15;25.59547922699536;167
1721385816.3331335;16;25.59547922699536;156
1721385816.3331335;17;25.59547922699536;177
1721385816.3331335;18;25.59547922699536;201
1721385816.3331335;19;25.59547922699536;197
1721385816.3331335;20;25.59547922699536;169
1721385816.3331335;21;25.59547922699536;155
1721385816.3331335;22;25.59547922699536;176
1721385816.3331335;23;25.59547922699536;202
1721385816.3331335;24;25.59547922699536;195
1721385816.3331335;25;25.59547922699536;167
1721385816.3331335;26;25.59547922699536;158
1721385816.3331335;27;25.59547922699536;181
1721385816.3331335;28;25.59547922699536;203
1721385816.3331335;29;25.59547922699536;193
1721385816.3331335;30;25.59547922699536;163
1721385816.3331335;31;25.59547922699536;158
1721385816.3331335;32;25.59547922699536;183
1721385816.3331335;33;25.59547922699536;203
1721385816.3331335;34;25.59547922699536;189
1721385816.3331335;35;25.59547922699536;156
1721385816.3331335;36;25.59547922699536;164
1721385816.3331335;37;25.59547922699536;195
1721385816.3331335;38;25.59547922699536;203
1721385816.3331335;39;25.59547922699536;174
1721385816.3331335;40;25.59547922699536;156
1721385816.3331335;41;25.59547922699536;167
1721385816.3331335;42;25.59547922699536;193
1721385816.3331335;43;25.59547922699536;201
1721385816.3331335;44;25.59547922699536;179
1721385816.3331335;45;25.59547922699536;157
1721385816.3331335;46;25.59547922699536;166
1721385816.3331335;47;25.59547922699536;195
1721385816.3331335;48;25.59547922699536;200
1721385816.3331335;49;25.59547922699536;177
1721385816.3331335;50;25.59547922699536;156
1721385816.3331335;51;25.59547922699536;170
1721385816.3331335;52;25.59547922699536;197
1721385816.3331335;53;25.59547922699536;200
1721385816.3331335;54;25.59547922699536;167
1721385816.3331335;55;25.59547922699536;155
1721385816.3331335;56;25.59547922699536;174
1721385816.3331335;57;25.59547922699536;199
1721385816.3331335;58;25.59547922699536;196
1721385816.3331335;59;25.59547922699536;169
1721385816.3331335;60;25.59547922699536;155
1721385816.3331335;61;25.59547922699536;176
1721385816.3331335;62;25.59547922699536;201
1721385816.3331335;63;25.59547922699536;194
1721385816.3331335;64;25.59547922699536;163
1721385816.3331335;65;25.59547922699536;157
1721385816.3331335;66;25.59547922699536;179
1721385816.3331335;67;25.59547922699536;202
1721385816.3331335;68;25.59547922699536;192
1721385816.3331335;69;25.59547922699536;162
1721385816.3331335;70;25.59547922699536;159
1721385816.3331335;71;25.59547922699536;184
1721385816.3331335;72;25.59547922699536;202
1721385816.3331335;73;25.59547922699536;181
1721385816.3331335;74;25.59547922699536;158
1721385816.3331335;75;25.59547922699536;159
1721385816.3331335;76;25.59547922699536;188
1721385816.3331335;77;25.59547922699536;203
1721385816.3331335;78;25.59547922699536;185
1721385816.3331335;79;25.59547922699536;157
1721385816.3331335;80;25.59547922699536;163
1721385816.3331335;81;25.59547922699536;190
1721385816.3331335;82;25.59547922699536;202
1721385816.3331335;83;25.59547922699536;181
1721385816.3331335;84;25.59547922699536;156
1721385816.3331335;85;25.59547922699536;164
1721385816.3331335;86;25.59547922699536;195
1721385816.3331335;87;25.59547922699536;201
1721385816.3331335;88;25.59547922699536;178
1721385816.3331335;89;25.59547922699536;155
1721385816.3331335;90;25.59547922699536;167
1721385816.3331335;91;25.59547922699536;198
1721385816.3331335;92;25.59547922699536;192
1721385816.3331335;93;25.59547922699536;172
1721385816.3331335;94;25.59547922699536;154
1721385816.3331335;95;25.59547922699536;171
1721385816.3331335;96;25.59547922699536;202
1721385816.3331335;97;25.59547922699536;197
1721385816.3331335;98;25.59547922699536;167
1721385816.3331335;99;25.59547922699536;155
1721385818.747166;1;32.374575428176435;167
1721385818.747166;2;32.374575428176435;156
1721385818.747166;3;32.374575428176435;178
1721385818.747166;4;32.374575428176435;201
1721385818.747166;5;32.374575428176435;197
1721385818.747166;6;32.374575428176435;170
1721385818.747166;7;32.374575428176435;156
1721385818.747166;8;32.374575428176435;179
1721385818.747166;9;32.374575428176435;202
1721385818.747166;10;32.374575428176435;195
1721385818.747166;11;32.374575428176435;164
1721385818.747166;12;32.374575428176435;157
1721385818.747166;13;32.374575428176435;181
1721385818.747166;14;32.374575428176435;203
1721385818.747166;15;32.374575428176435;192
1721385818.747166;16;32.374575428176435;163
1721385818.747166;17;32.374575428176435;159
1721385818.747166;18;32.374575428176435;184
1721385818.747166;19;32.374575428176435;203
1721385818.747166;20;32.374575428176435;189
1721385818.747166;21;32.374575428176435;160
1721385818.747166;22;32.374575428176435;160
1721385818.747166;23;32.374575428176435;189
1721385818.747166;24;32.374575428176435;204
1721385818.747166;25;32.374575428176435;179
1721385818.747166;26;32.374575428176435;156
1721385818.747166;27;32.374575428176435;169
1721385818.747166;28;32.374575428176435;202
1721385818.747166;29;32.374575428176435;175
1721385818.747166;30;32.374575428176435;156
1721385818.747166;31;32.374575428176435;178
1721385818.747166;32;32.374575428176435;196
1721385818.747166;33;32.374575428176435;201
1721385818.747166;34;32.374575428176435;173
1721385818.747166;35;32.374575428176435;156
1721385818.747166;36;32.374575428176435;169
1721385818.747166;37;32.374575428176435;197
1721385818.747166;38;32.374575428176435;201
1721385818.747166;39;32.374575428176435;175
1721385818.747166;40;32.374575428176435;156
1721385818.747166;41;32.374575428176435;178
1721385818.747166;42;32.374575428176435;201
1721385818.747166;43;32.374575428176435;187
1721385818.747166;44;32.374575428176435;165
1721385818.747166;45;32.374575428176435;156
1721385818.747166;46;32.374575428176435;180
1721385818.747166;47;32.374575428176435;202
1721385818.747166;48;32.374575428176435;191
1721385818.747166;49;32.374575428176435;162
1721385818.747166;50;32.374575428176435;157
1721385818.747166;51;32.374575428176435;180
1721385818.747166;52;32.374575428176435;202
1721385818.747166;53;32.374575428176435;191
1721385818.747166;54;32.374575428176435;162
1721385818.747166;55;32.374575428176435;158
1721385818.747166;56;32.374575428176435;185
1721385818.747166;57;32.374575428176435;203
1721385818.747166;58;32.374575428176435;187
1721385818.747166;59;32.374575428176435;160
1721385818.747166;60;32.374575428176435;159
1721385818.747166;61;32.374575428176435;190
1721385818.747166;62;32.374575428176435;203
1721385818.747166;63;32.374575428176435;183
1721385818.747166;64;32.374575428176435;157
1721385818.747166;65;32.374575428176435;161
1721385818.747166;66;32.374575428176435;193
1721385818.747166;67;32.374575428176435;202
1721385818.747166;68;32.374575428176435;179
1721385818.747166;69;32.374575428176435;155
1721385818.747166;70;32.374575428176435;165
1721385818.747166;71;32.374575428176435;194
1721385818.747166;72;32.374575428176435;201
1721385818.747166;73;32.374575428176435;171
1721385818.747166;74;32.374575428176435;155
1721385818.747166;75;32.374575428176435;169
1721385818.747166;76;32.374575428176435;197
1721385818.747166;77;32.374575428176435;199
1721385818.747166;78;32.374575428176435;172
1721385818.747166;79;32.374575428176435;155
1721385818.747166;80;32.374575428176435;175
1721385818.747166;81;32.374575428176435;199
1721385818.747166;82;32.374575428176435;197
1721385818.747166;83;32.374575428176435;168
1721385818.747166;84;32.374575428176435;155
1721385818.747166;85;32.374575428176435;177
1721385818.747166;86;32.374575428176435;201
1721385818.747166;87;32.374575428176435;195
1721385818.747166;88;32.374575428176435;164
1721385818.747166;89;32.374575428176435;155
1721385818.747166;90;32.374575428176435;180
1721385818.747166;91;32.374575428176435;201
1721385818.747166;92;32.374575428176435;191
1721385818.747166;93;32.374575428176435;164
1721385818.747166;94;32.374575428176435;157
1721385818.747166;95;32.374575428176435;184
1721385818.747166;96;32.374575428176435;202
1721385818.747166;97;32.374575428176435;189
1721385818.747166;98;32.374575428176435;158
1721385818.747166;99;32.374575428176435;158
1721385821.1674433;1;40.94915062380425;204
1721385821.1674433;2;40.94915062380425;187
1721385821.1674433;3;40.94915062380425;161
1721385821.1674433;4;40.94915062380425;161
1721385821.1674433;5;40.94915062380425;195
1721385821.1674433;6;40.94915062380425;204
1721385821.1674433;7;40.94915062380425;184
1721385821.1674433;8;40.94915062380425;159
1721385821.1674433;9;40.94915062380425;164
1721385821.1674433;10;40.94915062380425;191
1721385821.1674433;11;40.94915062380425;204
1721385821.1674433;12;40.94915062380425;184
1721385821.1674433;13;40.94915062380425;158
1721385821.1674433;14;40.94915062380425;167
1721385821.1674433;15;40.94915062380425;194
1721385821.1674433;16;40.94915062380425;203
1721385821.1674433;17;40.94915062380425;181
1721385821.1674433;18;40.94915062380425;157
1721385821.1674433;19;40.94915062380425;167
1721385821.1674433;20;40.94915062380425;198
1721385821.1674433;21;40.94915062380425;201
1721385821.1674433;22;40.94915062380425;177
1721385821.1674433;23;40.94915062380425;156
1721385821.1674433;24;40.94915062380425;171
1721385821.1674433;25;40.94915062380425;200
1721385821.1674433;26;40.94915062380425;199
1721385821.1674433;27;40.94915062380425;171
1721385821.1674433;28;40.94915062380425;155
1721385821.1674433;29;40.94915062380425;173
1721385821.1674433;30;40.94915062380425;201
1721385821.1674433;31;40.94915062380425;197
1721385821.1674433;32;40.94915062380425;170
1721385821.1674433;33;40.94915062380425;156
1721385821.1674433;34;40.94915062380425;178
1721385821.1674433;35;40.94915062380425;203
1721385821.1674433;36;40.94915062380425;195
1721385821.1674433;37;40.94915062380425;165
1721385821.1674433;38;40.94915062380425;156
1721385821.1674433;39;40.94915062380425;181
1721385821.1674433;40;40.94915062380425;203
1721385821.1674433;41;40.94915062380425;191
1721385821.1674433;42;40.94915062380425;160
1721385821.1674433;43;40.94915062380425;158
1721385821.1674433;44;40.94915062380425;185
1721385821.1674433;45;40.94915062380425;203
1721385821.1674433;46;40.94915062380425;188
1721385821.1674433;47;40.94915062380425;160
1721385821.1674433;48;40.94915062380425;160
1721385821.1674433;49;40.94915062380425;188
1721385821.1674433;50;40.94915062380425;203
1721385821.1674433;51;40.94915062380425;184
1721385821.1674433;52;40.94915062380425;158
1721385821.1674433;53;40.94915062380425;164
1721385821.1674433;54;40.94915062380425;196
1721385821.1674433;55;40.94915062380425;202
1721385821.1674433;56;40.94915062380425;179
1721385821.1674433;57;40.94915062380425;156
1721385821.1674433;58;40.94915062380425;166
1721385821.1674433;59;40.94915062380425;196
1721385821.1674433;60;40.94915062380425;201
1721385821.1674433;61;40.94915062380425;176
1721385821.1674433;62;40.94915062380425;156
1721385821.1674433;63;40.94915062380425;168
1721385821.1674433;64;40.94915062380425;197
1721385821.1674433;65;40.94915062380425;197
1721385821.1674433;66;40.94915062380425;172
1721385821.1674433;67;40.94915062380425;155
1721385821.1674433;68;40.94915062380425;172
1721385821.1674433;69;40.94915062380425;199
1721385821.1674433;70;40.94915062380425;196
1721385821.1674433;71;40.94915062380425;168
1721385821.1674433;72;40.94915062380425;155
1721385821.1674433;73;40.94915062380425;179
1721385821.1674433;74;40.94915062380425;200
1721385821.1674433;75;40.94915062380425;194
1721385821.1674433;76;40.94915062380425;165
1721385821.1674433;77;40.94915062380425;156
1721385821.1674433;78;40.94915062380425;181
1721385821.1674433;79;40.94915062380425;201
1721385821.1674433;80;40.94915062380425;189
1721385821.1674433;81;40.94915062380425;161
1721385821.1674433;82;40.94915062380425;157
1721385821.1674433;83;40.94915062380425;184
1721385821.1674433;84;40.94915062380425;202
1721385821.1674433;85;40.94915062380425;189
1721385821.1674433;86;40.94915062380425;158
1721385821.1674433;87;40.94915062380425;161
1721385821.1674433;88;40.94915062380425;188
1721385821.1674433;89;40.94915062380425;203
1721385821.1674433;90;40.94915062380425;183
1721385821.1674433;91;40.94915062380425;157
1721385821.1674433;92;40.94915062380425;163
1721385821.1674433;93;40.94915062380425;191
1721385821.1674433;94;40.94915062380425;202
1721385821.1674433;95;40.94915062380425;180
1721385821.1674433;96;40.94915062380425;154
1721385821.1674433;97;40.94915062380425;164
1721385821.1674433;98;40.94915062380425;195
1721385821.1674433;99;40.94915062380425;201
